UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2010,48,4534291,2235210,2299081,1809274,1823834,269262,302971,24883,25296,99020,111467,4301,4292,28470,31221,1833020,1849372,276854,312689,39578,41751,108993,121801,7804,8020,1942058,2009817,1544898,1564578,258004,290557,16145,17152,96538,108784,3422,3381,23051,25365,1563930,1585104,263486,297795,27922,30548,105233,117719,6394,6508,293152,289264,264376,259256,11258,12414,8738,8144,2482,2683,879,911,5419,5856,269090,264268,13368,14894,11656,11203,3760,4082,1410,1512
R,7,2010,49,4598822,2262374,2336448,1839623,1861079,270041,305029,24356,25230,95878,110363,4129,4142,28347,30605,1863177,1886115,277534,314251,39278,41718,105752,120437,7537,7785,1982115,2056790,1587037,1610325,259311,292799,16005,17612,93404,107756,3279,3313,23079,24985,1605983,1630523,264762,299744,28036,31095,102038,116464,6163,6371,280259,279658,252586,250754,10730,12230,8351,7618,2474,2607,850,829,5268,5620,257194,255592,12772,14507,11242,10623,3714,3973,1374,1414
R,7,2010,50,4645912,2290762,2355150,1854439,1867088,278196,311723,24821,25387,100840,116012,4194,4181,28272,30759,1878043,1892110,285570,321236,39697,41855,110693,126104,7587,7821,2008866,2076280,1600386,1617165,267217,299520,16420,17766,98413,113414,3343,3354,23087,25061,1619458,1637282,272580,306672,28471,31233,107084,122109,6216,6426,281896,278870,254053,249923,10979,12203,8401,7621,2427,2598,851,827,5185,5698,258585,254828,12990,14564,11226,10622,3609,3995,1371,1395
R,7,2010,51,4498708,2209752,2288956,1798187,1824920,264762,299107,22883,23904,93465,108408,3867,3832,26588,28785,1820260,1848555,271669,307672,37194,39758,102624,117661,6922,7099,1954453,2032401,1568017,1594799,254832,287888,15398,16824,91227,106019,3114,3113,21865,23758,1586027,1614113,259901,294351,27103,29995,99259,114104,5708,5918,255299,256555,230170,230121,9930,11219,7485,7080,2238,2389,753,719,4723,5027,234233,234442,11768,13321,10091,9763,3365,3557,1214,1181
R,7,2010,52,4480429,2197169,2283260,1794238,1829336,257505,290223,22145,23247,93767,108795,3650,3721,25864,27938,1815678,1852116,264198,298621,36189,38782,102591,117722,6639,6834,1957487,2038819,1578237,1609903,247957,279522,15191,16678,91722,106642,2953,2995,21427,23079,1595832,1628535,252919,285890,26814,29572,99549,114413,5487,5656,239682,244441,216001,219433,9548,10701,6954,6569,2045,2153,697,726,4437,4859,219846,223581,11279,12731,9375,9210,3042,3309,1152,1178
R,7,2010,53,4439166,2170875,2268291,1777272,1819608,252985,289435,21872,22604,90220,106051,3604,3499,24922,27094,1797860,1841784,259507,297450,35684,38171,98538,114234,6444,6607,1940606,2031183,1569854,1606616,243876,279099,14909,16208,88252,103965,2943,2823,20772,22472,1586843,1624789,248777,285213,26392,29272,95665,111065,5397,5475,230269,237108,207418,212992,9109,10336,6963,6396,1968,2086,661,676,4150,4622,211017,216995,10730,12237,9292,8899,2873,3169,1047,1132
R,7,2010,54,4288256,2091585,2196671,1713083,1761659,241789,278000,20596,21861,89042,105675,3292,3415,23783,26061,1732828,1782898,247907,285690,33702,36830,96910,113705,6062,6314,1873099,1969595,1516324,1557585,233163,268159,14060,15930,87150,103514,2675,2826,19727,21581,1532541,1574987,237665,273989,24902,28498,94125,110474,5059,5279,218486,227076,196759,204074,8626,9841,6536,5931,1892,2161,617,589,4056,4480,200287,207911,10242,11701,8800,8332,2785,3231,1003,1035
R,7,2010,55,4258753,2075159,2183594,1705524,1757937,235592,270927,19955,20826,87883,105736,3164,3330,23041,24838,1724469,1778099,241542,278244,32866,34954,95477,113470,5871,6201,1864409,1963064,1515016,1558822,227321,261789,13988,15243,86106,103763,2594,2735,19384,20712,1530802,1575392,231812,267408,24887,27154,92885,110546,4940,5215,210750,220530,190508,199115,8271,9138,5967,5583,1777,1973,570,595,3657,4126,193667,202707,9730,10836,7979,7800,2592,2924,931,986
R,7,2010,56,4092956,1984405,2108551,1641064,1707419,218744,256423,18392,19493,82103,98942,2898,3099,21204,23175,1658694,1726204,224132,263244,30587,33084,88870,105799,5212,5782,1793137,1904895,1468004,1523298,211111,248071,13098,14460,80583,97130,2402,2545,17939,19391,1482795,1538825,215154,253291,23507,25988,86620,103163,4436,4878,191268,203656,173060,184121,7633,8352,5294,5033,1520,1812,496,554,3265,3784,175899,187379,8978,9953,7080,7096,2250,2636,776,904
R,7,2010,57,3946340,1909967,2036373,1587332,1657348,204147,240996,17297,18255,78578,94856,2765,2885,19848,22033,1603759,1675314,209027,247351,28694,31224,84975,101447,5011,5401,1732228,1845782,1426465,1484814,197210,233090,12375,13663,77053,93225,2303,2401,16822,18589,1440269,1499781,200881,238029,22112,24759,82767,99006,4263,4596,177739,190591,160867,172534,6937,7906,4922,4592,1525,1631,462,484,3026,3444,163490,175533,8146,9322,6582,6465,2208,2441,748,805
R,7,2010,58,3802317,1838684,1963633,1535707,1603328,192094,229691,15856,17161,74042,90510,2582,2758,18403,20185,1550884,1619801,196707,235446,26628,29277,79799,96350,4761,5074,1674443,1786201,1386674,1442727,185747,222256,11531,12881,72677,88967,2168,2317,15646,17053,1399461,1456471,189270,226705,20743,23315,77833,94104,4059,4318,164241,177432,149033,160601,6347,7435,4325,4280,1365,1543,414,441,2757,3132,151423,163330,7437,8741,5885,5962,1966,2246,702,756
R,7,2010,59,3694142,1779485,1914657,1484856,1560452,188733,227765,15427,16541,70560,87983,2374,2547,17535,19369,1499351,1576175,193121,233498,25888,28276,75863,93423,4390,4760,1621310,1742877,1341197,1405021,182580,220615,11344,12348,69293,86426,2020,2143,14876,16324,1353371,1418090,185899,225075,20325,22444,74020,91158,3805,4050,158175,171780,143659,155431,6153,7150,4083,4193,1267,1557,354,404,2659,3045,145980,158085,7222,8423,5563,5832,1843,2265,585,710
R,7,2010,60,3616572,1742178,1874394,1449622,1524472,183342,220904,15065,15874,74659,91913,2445,2542,17045,18689,1463659,1539554,187674,226412,25310,27047,79759,97357,4419,4750,1591166,1706916,1312514,1372638,177376,213774,11218,12100,73487,90443,2040,2156,14531,15805,1324390,1385247,180697,218054,20018,21740,78028,95184,3801,4084,151012,167478,137108,151834,5966,7130,3847,3774,1172,1470,405,386,2514,2884,139269,154307,6977,8358,5292,5307,1731,2173,618,666
R,7,2010,61,3519971,1691347,1828624,1421484,1503399,169148,205705,14152,14861,68489,84647,2328,2432,15746,17580,1434505,1517771,172974,210739,23685,25670,73182,89457,4173,4408,1552629,1674168,1295300,1362912,163868,199382,10602,11393,67367,83388,1969,2058,13523,15035,1306404,1375103,166799,203343,18917,20858,71541,87606,3581,3781,138718,154456,126184,140487,5280,6323,3550,3468,1122,1259,359,374,2223,2545,128101,142668,6175,7396,4768,4812,1641,1851,592,627
R,7,2010,62,3494999,1679018,1815981,1423622,1507395,159712,195303,13294,14135,65155,79886,2112,2240,15123,17022,1436159,1521371,163432,200038,22518,24587,69539,84569,3853,4187,1546296,1667297,1302690,1371968,154682,189395,10073,10897,64111,78637,1781,1891,12959,14509,1313322,1383742,157583,193116,18081,20007,68005,82745,3340,3600,132722,148684,120932,135427,5030,5908,3221,3238,1044,1249,331,349,2164,2513,122837,137629,5849,6922,4437,4580,1534,1824,513,587
R,7,2010,63,3652133,1753887,1898246,1512057,1605125,150656,185143,13387,13867,60526,75040,2019,1993,15242,17078,1524791,1619295,154291,189868,22952,24650,64701,79520,3761,3825,1628548,1755962,1397647,1475235,146125,179621,10273,10840,59580,73855,1721,1683,13202,14728,1408620,1487342,148990,183409,18726,20328,63240,77806,3250,3317,125339,142284,114410,129890,4531,5522,3114,3027,946,1185,298,310,2040,2350,116171,131953,5301,6459,4226,4322,1461,1714,511,508
R,7,2010,64,2705974,1291823,1414151,1096242,1175007,119684,149887,10221,11045,52173,63129,1853,1836,11650,13247,1105943,1185893,122486,153516,17195,18956,55655,66942,3272,3426,1183931,1289037,997707,1060979,115589,144746,7642,8427,51387,62132,1588,1574,10018,11179,1006015,1070072,117731,147542,13726,15219,54495,65458,2834,2987,107892,125114,98535,114028,4095,5141,2579,2618,786,997,265,262,1632,2068,99928,115821,4755,5974,3469,3737,1160,1484,438,439
R,7,2010,65,2678385,1272648,1405737,1081837,1169665,117692,149470,9798,10723,50367,61321,1615,1762,11339,12796,1091279,1180201,120373,152958,16645,18405,53661,64957,3075,3308,1170067,1286768,987972,1060796,114002,144806,7426,8311,49549,60391,1373,1502,9745,10962,996006,1069750,116076,147528,13391,15036,52485,63580,2670,2870,102581,118969,93865,108869,3690,4664,2372,2412,818,930,242,260,1594,1834,95273,110451,4297,5430,3254,3369,1176,1377,405,438
R,7,2010,66,2621280,1239767,1381513,1062216,1160849,109663,140137,9189,10066,46797,56616,1513,1553,10389,12292,1070888,1170963,112048,143550,15478,17613,49816,59929,2828,3053,1147056,1270323,977258,1058960,106217,135945,7043,7799,46151,55731,1315,1337,9072,10551,984777,1067583,108119,138655,12637,14406,48851,58645,2494,2671,92711,111190,84958,101889,3446,4192,2146,2267,646,885,198,216,1317,1741,86111,103380,3929,4895,2841,3207,965,1284,334,382
R,7,2010,67,2693655,1270143,1423512,1099896,1209192,106095,139099,8656,9610,44109,52193,1324,1439,10063,11979,1108346,1219140,108413,142341,14929,17064,46845,55339,2538,2815,1182828,1316272,1019737,1111184,102902,134742,6810,7462,43435,51399,1161,1225,8783,10260,1027118,1119654,104705,137234,12419,14039,45847,54138,2226,2455,87315,107240,80159,98008,3193,4357,1846,2148,674,794,163,214,1280,1719,81228,99486,3708,5107,2510,3025,998,1201,312,360
R,7,2010,68,2359794,1105723,1254071,950729,1057447,95070,125280,7836,8579,41940,50944,1156,1342,8992,10479,958175,1066131,97178,128061,13399,15066,44504,53770,2221,2511,1026947,1157403,878304,968599,92208,121746,6185,6661,41368,50214,996,1115,7886,9068,884805,976052,93904,123952,11152,12388,43657,52712,1938,2172,78776,96668,72425,88848,2862,3534,1651,1918,572,730,160,227,1106,1411,73370,90079,3274,4109,2247,2678,847,1058,283,339
R,7,2010,69,2167803,1006787,1161016,863634,975878,87468,118912,7202,7990,39219,47227,1107,1161,8157,9848,870446,984010,89319,121562,12192,13993,41600,49992,2100,2338,933287,1069369,796013,891533,84848,115510,5663,6321,38687,46547,976,992,7100,8466,801913,898485,86288,117588,10092,11594,40807,48971,1858,2035,73500,91647,67621,84345,2620,3402,1539,1669,532,680,131,169,1057,1382,68533,85525,3031,3974,2100,2399,793,1021,242,303
R,7,2010,70,2062457,954044,1108413,815110,928965,84555,115323,6877,7638,38613,45928,1081,1226,7808,9333,821602,936681,86353,117867,11523,13280,41013,48510,2027,2312,882967,1019022,749764,846818,82034,111908,5353,5998,38061,45270,923,1014,6832,8014,755432,853389,83449,113901,9465,10936,40215,47544,1775,1973,71077,89391,65346,82147,2521,3415,1524,1640,552,658,158,212,976,1319,66170,83292,2904,3966,2058,2344,798,966,252,339
R,7,2010,71,1953490,903203,1050287,777474,887971,76788,104467,5968,6880,35134,41320,904,1134,6935,8515,783296,895030,78366,106723,10141,12011,37201,43709,1742,2176,837514,966879,716985,811124,74354,101313,4637,5434,34680,40724,778,973,6080,7311,722052,817172,75615,103047,8344,9944,36532,42824,1548,1875,65689,83408,60489,76847,2434,3154,1331,1446,454,596,126,161,855,1204,61244,77858,2751,3676,1797,2067,669,885,194,301
R,7,2010,72,1883701,862498,1021203,744393,864583,71864,101213,5614,6688,33111,39761,869,1040,6647,7918,749945,871127,73396,103380,9615,11335,35094,42027,1627,1987,800950,941566,687565,791370,69719,98134,4463,5258,32679,39210,729,847,5795,6747,692375,796905,70921,99818,8013,9316,34452,41191,1395,1675,61548,79637,56828,73213,2145,3079,1151,1430,432,551,140,193,852,1171,57570,74222,2475,3562,1602,2019,642,836,232,312
R,7,2010,73,1750204,794625,955579,686186,809151,66026,94615,5034,5984,30515,37400,808,946,6056,7483,691335,815386,67429,96617,8585,10371,32390,39545,1486,1854,737668,881196,633642,740636,63963,91805,3956,4668,30126,36834,694,795,5287,6458,638113,745974,65040,93374,7132,8535,31812,38741,1297,1605,56957,74383,52544,68515,2063,2810,1078,1316,389,566,114,151,769,1025,53222,69412,2389,3243,1453,1836,578,804,189,249
R,7,2010,74,1685852,758775,927077,656410,785213,63228,92707,4655,5736,28176,35560,711,853,5595,7008,661081,791000,64510,94647,7901,9904,29928,37535,1408,1626,704804,855796,606515,719456,61284,90063,3678,4487,27825,35060,611,722,4891,6008,610588,724381,62268,91580,6559,8131,29406,36800,1233,1416,53971,71281,49895,65757,1944,2644,977,1249,351,500,100,131,704,1000,50493,66619,2242,3067,1342,1773,522,735,175,210
R,7,2010,75,1631700,725612,906088,630425,770596,58935,88702,4335,5456,26056,33741,671,802,5190,6791,634793,776188,60115,90493,7336,9448,27636,35708,1348,1598,674475,836728,583011,706588,57185,86141,3429,4214,25707,33242,581,667,4562,5876,586832,711392,58121,87551,6125,7756,27116,34986,1191,1364,51137,69360,47414,64008,1750,2561,906,1242,349,499,90,135,628,915,47961,64796,1994,2942,1211,1692,520,722,157,234
R,7,2010,76,1481571,653524,828047,568867,704768,52360,80835,3682,4702,23372,30804,627,739,4616,6199,572786,709964,53405,82499,6307,8287,24835,32668,1180,1462,608217,766252,526800,647685,50881,78541,2865,3644,23084,30359,529,636,4058,5387,530233,652184,51705,79845,5212,6824,24398,32016,1031,1277,45307,61795,42067,57083,1479,2294,817,1058,288,445,98,103,558,812,42553,57780,1700,2654,1095,1463,437,652,149,185
R,7,2010,77,1449031,630826,818205,551942,699249,48871,77596,3449,4541,21768,30350,544,661,4252,5808,555547,704068,49836,79124,5841,7926,23158,32039,1043,1397,589355,759592,513452,644970,47438,75455,2748,3587,21486,29944,469,568,3762,5068,516625,649151,48207,76686,4895,6604,22746,31452,923,1233,41471,58613,38490,54279,1433,2141,701,954,282,406,75,93,490,740,38922,54917,1629,2438,946,1322,412,587,120,164
R,7,2010,78,1402050,602749,799301,531918,689274,43677,71922,3043,4213,19706,27672,494,608,3911,5612,535249,693966,44571,73426,5219,7452,20973,29263,1005,1289,563082,743121,494896,637231,42473,69909,2360,3280,19447,27288,423,527,3483,4886,497855,641284,43201,71136,4309,6150,20608,28708,886,1120,39667,56180,37022,52043,1204,2013,683,933,259,384,71,81,428,726,37394,52682,1370,2290,910,1302,365,555,119,169
R,7,2010,79,1354770,573831,780939,509757,677964,39271,66985,2683,3864,18029,26350,459,571,3632,5205,512845,682288,40081,68421,4714,6856,19231,27866,908,1189,536219,727145,474642,628098,38127,65107,2049,2943,17827,26007,396,485,3178,4505,477337,631814,38764,66240,3845,5581,18908,27345,798,1046,37612,53794,35115,49866,1144,1878,634,921,202,343,63,86,454,700,35508,50474,1317,2181,869,1275,323,521,110,143
R,7,2010,80,1319589,549191,770398,487677,669053,37687,66127,2693,3735,17299,25880,441,568,3394,5035,490557,673245,38455,67473,4607,6644,18376,27343,860,1158,513341,718118,454238,620427,36537,64375,2060,2894,17119,25550,390,476,2997,4396,456775,624072,37160,65431,3757,5495,18096,26857,768,1003,35850,52280,33439,48626,1150,1752,633,841,180,330,51,92,397,639,33782,49173,1295,2042,850,1149,280,486,92,155
R,7,2010,81,1212485,496052,716433,443126,625666,32420,59862,2258,3050,14825,22763,371,510,3052,4582,445683,629472,33129,61140,4024,5708,15764,24033,749,1061,464752,670057,413958,582579,31448,58231,1736,2345,14629,22471,321,436,2660,3995,416171,585868,32002,59269,3317,4708,15460,23603,651,934,31300,46376,29168,43087,972,1631,522,705,196,292,50,74,392,587,29512,43604,1127,1871,707,1000,304,430,98,127
R,7,2010,82,1158250,462825,695425,415087,610545,29280,56125,2008,2954,13419,21008,287,432,2744,4361,417414,614166,29874,57299,3531,5473,14317,22240,646,999,434826,652545,388896,570732,28444,54613,1539,2275,13274,20737,242,358,2431,3830,390951,573881,28935,55561,2899,4536,14095,21844,568,862,27999,42880,26191,39813,836,1512,469,679,145,271,45,74,313,531,26463,40285,939,1738,632,937,222,396,78,137
R,7,2010,83,1081338,423005,658333,379781,580016,26653,52169,1725,2756,12111,19060,244,374,2491,3958,381896,583354,27245,53238,3150,5054,12870,20153,522,840,398603,619793,356857,544249,25967,50775,1376,2150,11982,18811,207,313,2214,3495,358732,547177,26452,51640,2654,4226,12672,19795,461,734,24402,38540,22924,35767,686,1394,349,606,129,249,37,61,277,463,23164,36177,793,1598,496,828,198,358,61,106
R,7,2010,84,986927,375680,611247,337731,539394,23585,48280,1483,2394,10550,17187,202,366,2129,3626,339538,542423,24089,49300,2692,4463,11201,18167,450,802,353926,576051,317408,506634,22934,47097,1121,1864,10419,16950,171,310,1873,3196,318992,509295,23338,47929,2203,3726,10998,17829,391,707,21754,35196,20323,32760,651,1183,362,530,131,237,31,56,256,430,20546,33128,751,1371,489,737,203,338,59,95
R,7,2010,85,914924,337663,577261,303794,511436,20830,44131,1335,2198,9613,15687,167,344,1924,3465,305421,514338,21272,45216,2403,4230,10229,16524,409,694,318821,545550,286163,481960,20294,43011,1011,1727,9498,15467,138,299,1717,3086,287614,484531,20658,43929,1975,3575,10054,16216,356,612,18842,31711,17631,29476,536,1120,324,471,115,220,29,45,207,379,17807,29807,614,1287,428,655,175,308,53,82
R,7,2010,86,821478,295394,526084,266222,468526,17847,38869,1098,1931,8435,13620,161,278,1631,2860,267616,470926,18251,39691,2016,3596,8955,14386,327,604,278859,499082,250753,443468,17350,37912,834,1485,8329,13432,137,238,1456,2547,251999,445598,17682,38597,1665,2987,8801,14124,285,537,16535,27002,15469,25058,497,957,264,446,106,188,24,40,175,313,15617,25328,569,1094,351,609,154,262,42,67
R,7,2010,87,721140,253620,467520,228465,416741,15267,34523,967,1584,7356,11889,119,229,1446,2554,229697,418851,15628,35270,1743,3072,7825,12536,297,533,239298,444132,215069,394910,14844,33715,727,1247,7282,11755,97,200,1279,2305,216154,396798,15138,34359,1416,2615,7712,12337,252,483,14322,23388,13396,21831,423,808,240,337,74,134,22,29,167,249,13543,22053,490,911,327,457,113,199,45,50
R,7,2010,88,636599,216205,420394,195281,376580,12539,30190,761,1401,6332,9757,97,229,1195,2237,196307,378431,12862,30871,1418,2672,6699,10341,237,507,205005,400037,184771,357645,12230,29483,599,1101,6261,9619,78,194,1066,1995,185680,359282,12491,30066,1184,2246,6604,10149,201,447,11200,20357,10510,18935,309,707,162,300,71,138,19,35,129,242,10627,19149,371,805,234,426,95,192,36,60
R,7,2010,89,546154,180448,365706,163575,327987,10152,25883,586,1194,5064,8486,83,176,988,1980,164424,329623,10419,26515,1121,2335,5373,8974,202,403,171540,348796,155274,312252,9881,25324,433,935,5005,8386,66,155,881,1744,156030,313688,10114,25863,904,1961,5289,8810,170,358,8908,16910,8301,15735,271,559,153,259,59,100,17,21,107,236,8394,15935,305,652,217,374,84,164,32,45
R,7,2010,90,448280,141367,306913,127320,273883,8556,23041,479,975,4134,7294,84,125,794,1595,127983,275186,8778,23563,904,1875,4376,7690,185,325,134209,292701,120679,260632,8335,22550,354,774,4075,7213,65,106,701,1426,121262,261786,8512,23000,734,1591,4294,7570,157,282,7158,14212,6641,13251,221,491,125,201,59,81,19,19,93,169,6721,13400,266,563,170,284,82,120,28,43
R,7,2010,91,344415,104287,240128,93994,215279,6334,17449,350,723,3033,5392,55,95,521,1190,94430,216265,6481,17857,638,1399,3188,5667,115,239,99237,229833,89295,205738,6167,17038,256,579,3007,5329,43,83,469,1066,89686,206613,6299,17393,512,1193,3148,5582,95,216,5050,10295,4699,9541,167,411,94,144,26,63,12,12,52,124,4744,9652,182,464,126,206,40,85,20,23
R,7,2010,92,288821,83446,205375,75542,184464,4784,14769,293,625,2338,4410,45,83,444,1024,75915,185317,4921,15126,520,1188,2466,4638,101,205,79306,196695,71703,176352,4646,14475,219,521,2316,4370,39,70,383,907,72023,177103,4750,14772,421,1039,2432,4567,88,181,4140,8680,3839,8112,138,294,74,104,22,40,6,13,61,117,3892,8214,171,354,99,149,34,71,13,24
R,7,2010,93,219041,60168,158873,54159,142246,3641,11767,195,497,1850,3492,30,67,293,804,54401,142893,3722,12050,344,961,1944,3683,74,169,57277,152378,51470,136220,3536,11527,151,405,1830,3447,28,59,262,720,51687,136795,3605,11767,285,830,1914,3618,64,152,2891,6495,2689,6026,105,240,44,92,20,45,2,8,31,84,2714,6098,117,283,59,131,30,65,10,17
R,7,2010,94,170800,43826,126974,39321,113492,2692,9640,161,365,1386,2785,25,55,241,637,39527,114020,2756,9873,289,693,1449,2953,56,123,41587,121532,37227,108426,2631,9429,124,295,1372,2761,22,44,211,577,37405,108906,2682,9630,240,594,1426,2919,52,106,2239,5442,2094,5066,61,211,37,70,14,24,3,11,30,60,2122,5114,74,243,49,99,23,34,4,17
R,7,2010,95,131084,31727,99357,28249,88515,2124,7880,104,303,1047,2132,12,43,191,484,28411,88902,2180,8067,201,567,1101,2240,36,100,30050,95200,26697,84668,2071,7718,72,241,1036,2113,11,37,163,423,26836,85003,2114,7871,154,479,1082,2209,32,90,1677,4157,1552,3847,53,162,32,62,11,19,1,6,28,61,1575,3899,66,196,47,88,19,31,4,10
R,7,2010,96,97167,22012,75155,19405,66542,1593,6434,92,231,788,1562,15,37,119,349,19506,66815,1633,6580,153,405,829,1652,23,78,20749,71822,18243,63462,1552,6291,67,190,780,1541,11,32,96,306,18323,63701,1583,6411,119,350,813,1617,17,69,1263,3333,1162,3080,41,143,25,41,8,21,4,5,23,43,1183,3114,50,169,34,55,16,35,6,9
